model_path,test_type,path_res,entity_res,precision,recall_macro,f1_macro,recall_micro,f1_micro
MultiRe_epoch-2,seen,0.0	0.07	0.07	0.07	0.07	1447,0.0	0.14	0.14	0.21	0.21	1447,0.0,0.0,0.0,0.0,0.0
MultiRe_epoch-2,unseen,0.0	0.0	0.0	0.0	0.0	1393,0.0	0.0	0.0	0.0	0.0	1393,0.0,0.0,0.0,0.0,0.0
